"","Region Code","Region Name","STP Code","STP Name","Org Code","Org Name","Care Setting","Total Responses","HSCIC Workforce Headcount","Engagement Score","Advocacy","Involvement","Motivation","time"
"96","Y58","SOUTH WEST COMMISSIONING REGION","QJK","Devon STP","RYF","SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",524,4436,5.54287554724349,"5.45483460559796","5.25506970849176","5.91872232764073","202223Q1"
"97","Y58","SOUTH WEST COMMISSIONING REGION","QJK","NHS DEVON INTEGRATED CARE BOARD","RA9","TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",208,6744,5.95137674825175,"5.84090909090909","5.89342948717949","6.11979166666667",NA
"98","Y58","SOUTH WEST COMMISSIONING REGION","QJK","NHS DEVON INTEGRATED CARE BOARD","RBZ","NORTHERN DEVON HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",1336,0,6.68736918289011,"6.80513972055888","6.56056093323405","6.6964068948774",NA
"99","Y58","SOUTH WEST COMMISSIONING REGION","QJK","NHS DEVON INTEGRATED CARE BOARD","RK9","UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST","Acute and Acute & Community Trusts",1321,9376,6.49316156827289,"6.42245720040282","6.26230128690386","6.79472621751199",NA
"100","Y58","SOUTH WEST COMMISSIONING REGION","QJK","NHS DEVON INTEGRATED CARE BOARD","RWV","DEVON PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",94,3602,6.90011820330969,"6.67553191489362","7.09219858156028","6.93262411347518",NA
"101","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RD1","ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",256,5074,6.99110243055556,"7.122395833333333","6.940104166666667","6.910807291666667","202122Q4"
"102","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RD1","ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",668,5135,6.86668330006653,"6.87125748502994","6.7751996007984","6.95359281437126","202223Q1"
"103","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1132,4581,6.53047913449546,"6.42888692579505","6.33449883449883","6.82805164319249","202223Q1"
"104","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1663,4570,6.66891835330256,"6.7643816396071355","6.3410693301997654","6.9013040901007709","202122Q4"
"105","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RNZ","SALISBURY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",99,3371,6.10549943883277,"6.3468013468013469","5.8754208754208754","6.0942760942760943","202122Q4"
"106","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RNZ","SALISBURY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",246,3404,5.75767841011743,"5.55555555555556","5.62669376693767","6.09078590785908","202223Q1"
"107","Y58","SOUTH WEST COMMISSIONING REGION","QOX","Bath and North East Somerset, Swindon and Wiltshire STP","RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",84,3944,5.81679894179894,"5.15873015873016","6.12103174603175","6.17063492063492","202223Q1"
"108","Y58","SOUTH WEST COMMISSIONING REGION","QOX","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD","RN3","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1252,5305,6.51917874070215,"6.42372204472843","6.31167979002625","6.82213438735178",NA
"109","Y58","SOUTH WEST COMMISSIONING REGION","QOX","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD","RNZ","SALISBURY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",274,3875,5.79683698296837,"5.60827250608273","5.68430656934307","6.09793187347932",NA
"110","Y58","SOUTH WEST COMMISSIONING REGION","QOX","NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD","RVN","AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",256,4555,6.05360243055556,"5.625","6.25","6.28580729166667",NA
"111","Y58","SOUTH WEST COMMISSIONING REGION","QR1","Gloucestershire STP","RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",98,7155,6.2492842254747,"6.1952861952861955","6.037414965986394","6.5151515151515156","202122Q4"
"112","Y58","SOUTH WEST COMMISSIONING REGION","QR1","Gloucestershire STP","RTQ","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",12,3810,7.56944444444444,"7.29166666666667","7.56944444444444","7.84722222222222","202223Q1"
"113","Y58","SOUTH WEST COMMISSIONING REGION","QR1","Gloucestershire STP","RTQ","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",171,3774,6.85185185185185,"6.8908382066276799","6.9395711500974659","6.7251461988304095","202122Q4"
"114","Y58","SOUTH WEST COMMISSIONING REGION","QR1","NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD","RTE","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",943,8225,5.81183899209276,"5.45366455250176","5.66189466242489","6.31995776135164",NA
"115","Y58","SOUTH WEST COMMISSIONING REGION","QR1","NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD","RTQ","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",69,4513,7.14975845410628,"7.18599033816425","7.2463768115942","7.01690821256039",NA
"116","Y58","SOUTH WEST COMMISSIONING REGION","QSL","NHS SOMERSET INTEGRATED CARE BOARD","RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",239,2715,6.55741515574152,"6.65620641562064","6.35285913528591","6.66317991631799",NA
"117","Y58","SOUTH WEST COMMISSIONING REGION","QSL","NHS SOMERSET INTEGRATED CARE BOARD","RH5","SOMERSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",634,9671,6.93436733263232,"7.0754468980021","6.77970557308097","6.94794952681388",NA
"118","Y58","SOUTH WEST COMMISSIONING REGION","QSL","Somerset STP","RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",463,2366,6.70005192688033,"6.81573275862069","6.47228221742261","6.8121408045977","202223Q1"
"119","Y58","SOUTH WEST COMMISSIONING REGION","QSL","Somerset STP","RA4","YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",503,2315,6.07908106914071,"7.0725646123260439","6.6699801192842942","4.4946984758117958","202122Q4"
"120","Y58","SOUTH WEST COMMISSIONING REGION","QSL","Somerset STP","RH5","SOMERSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",417,8343,6.68598454569678,"6.73461231015188","6.54076738609113","6.78257394084732","202223Q1"
"121","Y58","SOUTH WEST COMMISSIONING REGION","QSL","Somerset STP","RH5","SOMERSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",946,8202,6.85106882781302,"7.0366455250176188","6.666666666666667","6.8498942917547572","202122Q4"
"122","Y58","SOUTH WEST COMMISSIONING REGION","QT6","Cornwall and the Isles of Scilly Health & Social Care Partnership (STP)","REF","ROYAL CORNWALL HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",487,6039,6.13952721063829,"5.94173441734417","6.2217659137577","6.25508130081301","202223Q1"
"123","Y58","SOUTH WEST COMMISSIONING REGION","QT6","Cornwall and the Isles of Scilly Health & Social Care Partnership (STP)","REF","ROYAL CORNWALL HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",681,5957,6.46821406715538,"6.427174975562072","6.5114858260019544","6.4659813999021045","202122Q4"
"124","Y58","SOUTH WEST COMMISSIONING REGION","QT6","Cornwall and the Isles of Scilly Health & Social Care Partnership (STP)","RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",11,3370,5.05050505050505,"4.9242424242424239","4.6212121212121211","5.6060606060606055","202122Q4"
"125","Y58","SOUTH WEST COMMISSIONING REGION","QT6","Cornwall and the Isles of Scilly Health & Social Care Partnership (STP)","RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",29,3455,6.21647509578544,"6.35057471264368","6.17816091954023","6.12068965517241","202223Q1"
"126","Y58","SOUTH WEST COMMISSIONING REGION","QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD","REF","ROYAL CORNWALL HOSPITALS NHS TRUST","Acute and Acute & Community Trusts",783,6833,6.38674400544249,"6.10898254576415","6.55124947056332","6.5",NA
"127","Y58","SOUTH WEST COMMISSIONING REGION","QT6","NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD","RJ8","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",16,4113,5.67708333333333,"5.9375","5.05208333333333","6.04166666666667",NA
"128","Y58","SOUTH WEST COMMISSIONING REGION","QUY","Bristol, North Somerset and South Gloucestershire STP","RA7","UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1763,10104,6.77999331320663,"7.05473624503687","6.55679702048417","6.72844667409885","202223Q1"
"129","Y58","SOUTH WEST COMMISSIONING REGION","QUY","Bristol, North Somerset and South Gloucestershire STP","RA7","UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2536,10096,6.8761266953109,"7.2530390275111971","6.5525886924909109","6.8227523659305991","202122Q4"
"130","Y58","SOUTH WEST COMMISSIONING REGION","QUY","Bristol, North Somerset and South Gloucestershire STP","RVJ","NORTH BRISTOL NHS TRUST","Acute and Acute & Community Trusts",175,8058,6.45540223665224,"6.7471590909090908","6.4095238095238098","6.2095238095238097","202122Q4"
"131","Y58","SOUTH WEST COMMISSIONING REGION","QUY","Bristol, North Somerset and South Gloucestershire STP","RVJ","NORTH BRISTOL NHS TRUST","Acute and Acute & Community Trusts",416,8139,6.25273483826115,"6.5224358974359","6.02564102564103","6.21012759170654","202223Q1"
"132","Y58","SOUTH WEST COMMISSIONING REGION","QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD","RA7","UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1212,11560,6.85781078107811,"7.0221397139714","6.71410891089109","6.83718371837184",NA
"133","Y58","SOUTH WEST COMMISSIONING REGION","QUY","NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD","RVJ","NORTH BRISTOL NHS TRUST","Acute and Acute & Community Trusts",302,9308,6.41788516600004,"6.68598233995585","6.33830022075055","6.22937293729373",NA
"134","Y58","SOUTH WEST COMMISSIONING REGION","QVV","Dorset STP","R0D","UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",172,8004,6.08365633074935,"6.1240310077519373","6.0562015503875974","6.0707364341085279","202122Q4"
"135","Y58","SOUTH WEST COMMISSIONING REGION","QVV","Dorset STP","R0D","UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",298,8069,6.12695749440716,"6.08221476510067","5.97035794183445","6.32829977628635","202223Q1"
"136","Y58","SOUTH WEST COMMISSIONING REGION","QVV","Dorset STP","RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",464,2765,6.78041187739464,"6.8552442528735638","6.6038074712643677","6.8821839080459775","202122Q4"
"137","Y58","SOUTH WEST COMMISSIONING REGION","QVV","Dorset STP","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1096,5227,6.85827250608272,"6.86207420924574","6.6073600973236","7.10538321167883","202223Q1"
"138","Y58","SOUTH WEST COMMISSIONING REGION","QVV","Dorset STP","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1148,5189,6.91202090592334,"6.9301684088269448","6.6499709639953544","7.1559233449477349","202122Q4"
"139","Y58","SOUTH WEST COMMISSIONING REGION","QVV","NHS DORSET INTEGRATED CARE BOARD","R0D","UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",179,9217,5.64866542520174,"5.70763500931099","5.33519553072626","5.90316573556797",NA
"140","Y58","SOUTH WEST COMMISSIONING REGION","QVV","NHS DORSET INTEGRATED CARE BOARD","RBD","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",476,3212,6.79971988795518,"6.6999299719888","6.92401960784314","6.77521008403361",NA
"141","Y58","SOUTH WEST COMMISSIONING REGION","QVV","NHS DORSET INTEGRATED CARE BOARD","RDY","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1074,6427,6.8544382371198,"6.82340161390441","6.60769708255742","7.13221601489758",NA
"142","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RN7","DARTFORD AND GRAVESHAM NHS TRUST","Acute and Acute & Community Trusts",57,3535,5.76023391812866,"5.59941520467836","5.70175438596491","5.97953216374269","202223Q1"
"143","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RN7","DARTFORD AND GRAVESHAM NHS TRUST","Acute and Acute & Community Trusts",620,3401,6.82034050179211,"7.0215053763440851","6.5053763440860219","6.934139784946237","202122Q4"
"144","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RPA","MEDWAY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",99,4141,5.35634118967452,"4.90740740740741","5.26094276094276","5.9006734006734","202223Q1"
"145","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RPA","MEDWAY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",312,4106,5.94195156695157,"5.6623931623931627","5.7852564102564106","6.3782051282051286","202122Q4"
"146","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2397,9363,6.26657737562116,"5.96926713947991","6.13347022587269","6.69699476151089","202223Q1"
"147","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2916,9248,6.36239872279176,"6.193415637860082","6.1954432383536862","6.6983372921615203","202122Q4"
"148","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",272,3123,6.6390931372549,"6.4307598039215685","6.6819852941176467","6.8045343137254903","202122Q4"
"149","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",285,3155,6.40643274853801,"5.98245614035088","6.48830409356725","6.74853801169591","202223Q1"
"150","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RYY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","Community Trusts",324,4189,6.79526748971193,"7.019032921810699","6.6820987654320989","6.6846707818930042","202122Q4"
"151","Y59","SOUTH EAST COMMISSIONING REGION","QKS","Kent and Medway STP","RYY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","Community Trusts",423,4215,6.80522721302863,"6.85579196217494","6.71197793538219","6.84791174152876","202223Q1"
"152","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RN7","DARTFORD AND GRAVESHAM NHS TRUST","Acute and Acute & Community Trusts",230,3966,6.48429951690821,"6.75724637681159","6.10507246376812","6.59057971014493",NA
"153","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RPA","MEDWAY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",41,4620,5.48780487804878,"5.0609756097561","5.36585365853659","6.03658536585366",NA
"154","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RVV","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2456,10356,6.34251121141684,"5.96023344191097","6.2815378454145","6.78576234692504",NA
"155","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RWF","MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST","Acute and Acute & Community Trusts",1039,6709,6.94284033793177,"7.17035611164581","6.6097208854668","7.04844401668271",NA
"156","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RXY","KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",174,3451,6.51181353767561,"6.18295019157088","6.73850574712644","6.6139846743295",NA
"157","Y59","SOUTH EAST COMMISSIONING REGION","QKS","NHS KENT AND MEDWAY INTEGRATED CARE BOARD","RYY","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","Community Trusts",820,4913,6.70460704607046,"6.86382113821138","6.59044715447155","6.65955284552845",NA
"158","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","Frimley Health & Care (STP)","RDU","FRIMLEY HEALTH NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",155,8996,5.78494623655914,"6.0591397849462361","5.424731182795699","5.870967741935484","202122Q4"
"159","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","Frimley Health & Care (STP)","RDU","FRIMLEY HEALTH NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2141,9044,6.80627229600543,"6.98349680834501","6.41704892966361","7.01827115000768","202223Q1"
"160","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","Frimley Health & Care (STP)","RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1469,3997,7.30378992143106,"7.56231588488556","7.08220568335589","7.26684819605174","202223Q1"
"161","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","Frimley Health & Care (STP)","RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1479,3880,7.37097118466823,"7.6245210727969344","7.2350771294433267","7.2533153517644413","202122Q4"
"162","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","NHS FRIMLEY INTEGRATED CARE BOARD","RDU","FRIMLEY HEALTH NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",1499,9971,6.60466107141291,"6.70947298198799","6.3263296126067","6.77818061964403",NA
"163","Y59","SOUTH EAST COMMISSIONING REGION","QNQ","NHS FRIMLEY INTEGRATED CARE BOARD","RWX","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",1527,4670,7.34157027586778,"7.55948482864004","7.17628620838738","7.28893979057592",NA
"164","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RDR","SUSSEX COMMUNITY NHS FOUNDATION TRUST","Community Trusts",90,5318,6.91975308641975,"6.99074074074074","6.84259259259259","6.92592592592593",NA
"165","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",159,1074,7.27812718378756,"7.81446540880503","6.81341719077568","7.20649895178197",NA
"166","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",187,5533,6.35323826500297,"6.0427807486631","6.50623885918004","6.51069518716578",NA
"167","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RXC","EAST SUSSEX HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",301,7875,6.16648209671466,"6.10741971207087","5.99390919158361","6.39811738648948",NA
"168","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",111,4198,4.31431431431431,"4.14414414414414","3.88138138138138","4.91741741741742",NA
"169","Y59","SOUTH EAST COMMISSIONING REGION","QNX","NHS SUSSEX INTEGRATED CARE BOARD","RYR","UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",220,16095,5.26010101010101,"4.85984848484849","5.45454545454545","5.46590909090909",NA
"170","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RDR","SUSSEX COMMUNITY NHS FOUNDATION TRUST","Community Trusts",62,4364,7.21774193548387,"7.459677419354839","7.163978494623656","7.029569892473118","202122Q4"
"171","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RDR","SUSSEX COMMUNITY NHS FOUNDATION TRUST","Community Trusts",124,4407,6.74507168458781,"6.92876344086022","6.4247311827957","6.88172043010753","202223Q1"
"172","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",145,902,7.49233716475096,"8.1724137931034484","7.2126436781609193","7.0919540229885056","202122Q4"
"173","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RPC","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","Acute Specialist Trusts",157,911,7.41684359518754,"7.92462845010616","7.0276008492569","7.29830148619958","202223Q1"
"174","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",145,4598,6.51149425287356,"6.1781609195402298","6.6091954022988508","6.7471264367816097","202122Q4"
"175","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RX2","SUSSEX PARTNERSHIP NHS FOUNDATION TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",434,4806,6.88620071684588,"6.81067588325653","7.02380952380952","6.82411674347158","202223Q1"
"176","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RXC","EAST SUSSEX HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",57,6785,6.27680311890838,"6.2719298245614","5.90643274853801","6.65204678362573","202223Q1"
"177","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RXC","EAST SUSSEX HEALTHCARE NHS TRUST","Acute and Acute & Community Trusts",119,6714,5.82166199813259,"5.8683473389355747","5.6022408963585431","5.9943977591036415","202122Q4"
"178","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",290,3868,4.78065134099617,"4.63505747126437","4.3132183908046","5.39367816091954","202223Q1"
"179","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RYD","SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST","Ambulance Trusts",318,3879,5.12928022361985,"5.1598532494758906","4.6121593291404617","5.615828092243186","202122Q4"
"180","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RYR","UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",61,14191,5.6511839708561,"5.28688524590164","5.77868852459016","5.8879781420765","202223Q1"
"181","Y59","SOUTH EAST COMMISSIONING REGION","QNX","Sussex Health and Care Partnership STP","RYR","UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",326,14064,5.85463531015678,"5.8231083844580773","5.8461145194274025","5.8946830265848673","202122Q4"
"182","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","R1C","SOLENT NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",251,3306,7.28862328463922,"7.6095617529880482","7.1148738379814072","7.1414342629482075","202122Q4"
"183","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","R1C","SOLENT NHS TRUST","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts",338,3359,7.25838264299803,"7.41863905325444","7.06607495069034","7.29043392504931","202223Q1"
"184","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","R1F","ISLE OF WIGHT NHS TRUST","Acute and Acute & Community Trusts",332,3202,6.63638436884406,"6.30271084337349","6.57907907907908","7.0273631840796","202223Q1"
"185","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","R1F","ISLE OF WIGHT NHS TRUST","Acute and Acute & Community Trusts",344,3082,7.09700004480889,"6.8352601156069364","7.0930232558139537","7.3627167630057802","202122Q4"
"186","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",2873,11135,7.07849153529518,"7.56120199559114","6.79482778349926","6.87944482679514","202223Q1"
"187","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RHM","UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST","Acute and Acute & Community Trusts",3359,11005,7.17543163385923,"7.7359333134861563","6.8720484061393154","6.9183131819522261","202122Q4"
"188","Y59","SOUTH EAST COMMISSIONING REGION","QRL","Hampshire and the Isle of Wight STP","RHU","PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST","Acute and Acute & Community Trusts",891,7199,6.35178949993765,"6.27197904975683","6.25888514777404","6.52450430228208","202223Q1"
